,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE
14746,4335.0,F-670,S,2022-12-17 00:01:34,2.3
14747,2000.0,F-286,S,2022-08-04 00:01:34,2.3
14748,3870.0,F-670,S,2023-01-26 00:01:34,2.3
14749,3584.0,F-670,S,2022-09-16 00:01:34,2.3
14750,2006.0,F-286,S,2022-09-14 00:01:34,2.3
14751,2268.0,F-286,S,2022-08-08 00:01:34,2.3
14752,7667.0,F-546,S,2022-12-17 01:00:48,2.3
14753,6817.0,F-192,S,2022-09-21 01:00:48,2.3
14754,3700.0,F-855,S,2023-01-19 00:00:00,2.4
14755,8436.0,F-855,S,2023-01-19 00:00:00,2.4
14756,5166.0,F-855,S,2023-01-19 00:00:00,2.4
14757,5896.0,F-855,S,2023-01-19 00:00:00,2.4
14758,3640.0,F-670,S,2022-12-13 00:01:34,2.4
14759,3640.0,F-670,S,2022-12-13 00:01:34,2.4
14760,3808.0,F-192,S,2022-09-10 00:01:34,2.4
14761,3640.0,F-670,S,2022-12-13 00:01:34,2.4
14762,3870.0,F-670,S,2023-01-26 00:01:34,2.4
14763,3870.0,F-670,S,2023-01-08 00:01:34,2.4
14764,3640.0,F-670,S,2022-12-15 00:01:34,2.4
14765,3870.0,F-670,S,2023-01-26 00:01:34,2.4
14766,4734.0,F-670,S,2023-01-28 00:01:34,2.4
14767,3640.0,F-670,S,2022-12-13 00:01:34,2.4
14768,3584.0,F-670,S,2022-08-29 00:01:34,2.4
14769,4662.0,F-670,S,2023-01-21 00:01:34,2.4
14770,4734.0,F-670,S,2023-01-28 00:01:34,2.4
14771,4734.0,F-670,S,2023-01-28 00:01:34,2.4
14772,3584.0,F-670,S,2022-10-25 00:01:34,2.4
14773,3808.0,F-192,S,2022-09-10 00:01:34,2.4
14774,3870.0,F-670,S,2023-01-08 00:01:34,2.4
14775,3640.0,F-670,S,2022-12-15 00:01:34,2.4
14776,3808.0,F-192,S,2022-09-10 00:01:34,2.4
14777,4662.0,F-670,S,2023-01-21 00:01:34,2.4
14778,4662.0,F-670,S,2023-01-21 00:01:34,2.4
14779,3584.0,F-670,S,2022-08-29 00:01:34,2.4
14780,3870.0,F-670,S,2023-01-26 00:01:34,2.4
14781,3640.0,F-670,S,2022-12-15 00:01:34,2.4
14782,3870.0,F-670,S,2023-01-08 00:01:34,2.4
14783,3870.0,F-670,S,2023-01-26 00:01:34,2.4
14784,3640.0,F-670,S,2022-12-15 00:01:34,2.4
14785,3808.0,F-192,S,2022-09-10 00:01:34,2.4
14786,3870.0,F-670,S,2023-01-26 00:01:34,2.4
14787,4662.0,F-670,S,2023-01-21 00:01:34,2.4
14788,4734.0,F-670,S,2023-01-28 00:01:34,2.4
14789,3870.0,F-670,S,2023-01-08 00:01:34,2.4
14790,3640.0,F-670,S,2022-12-15 00:01:34,2.4
14791,4734.0,F-670,S,2023-01-28 00:01:34,2.4
14792,3584.0,F-670,S,2022-10-25 00:01:34,2.4
14793,4620.0,F-690,S,2022-11-27 02:00:54,2.4
14794,4480.0,F-690,S,2022-12-19 02:00:54,2.4
14795,3724.0,F-231,S,2022-10-23 03:04:00,2.4
14796,4690.0,F-231,S,2022-10-24 03:04:00,2.4
14797,3724.0,F-231,S,2023-01-03 03:04:00,2.4
14798,3728.0,F-231,S,2023-01-25 03:04:00,2.4
14799,5166.0,F-855,S,2022-11-10 04:00:36,2.4
14800,3700.0,F-855,S,2022-11-04 04:00:36,2.4
14801,5166.0,F-855,S,2022-11-10 04:00:36,2.4
14802,3700.0,F-855,S,2022-11-04 04:00:36,2.4
14803,8797.0,F-546,S,2022-12-31 00:00:00,2.5
14804,7667.0,F-546,S,2022-12-31 00:00:00,2.5
14805,3525.0,F-192,S,2022-10-06 00:01:34,2.5
14806,3584.0,F-670,S,2022-11-09 00:01:34,2.5
14807,3341.0,F-670,S,2022-11-02 00:01:34,2.5
14808,3640.0,F-670,S,2022-12-13 00:01:34,2.5
14809,3133.0,F-192,S,2022-09-06 00:01:34,2.5
14810,3584.0,F-670,S,2022-09-16 00:01:34,2.5
14811,3540.0,F-192,S,2022-09-11 00:01:34,2.5
14812,4335.0,F-670,S,2022-10-03 00:01:34,2.5
14813,3640.0,F-670,S,2022-12-15 00:01:34,2.5
14814,4662.0,F-670,S,2023-01-21 00:01:34,2.5
14815,4734.0,F-670,S,2023-01-28 00:01:34,2.5
14816,3525.0,F-192,S,2022-11-12 00:01:34,2.5
14817,4335.0,F-670,S,2022-11-09 00:01:34,2.5
14818,2938.0,F-192,S,2022-09-03 00:01:34,2.5
14819,3525.0,F-192,S,2022-09-01 00:01:34,2.5
14820,4662.0,F-670,S,2023-01-21 00:01:34,2.5
14821,3150.0,F-192,S,2022-08-23 00:01:34,2.5
14822,3870.0,F-670,S,2022-08-09 00:01:34,2.5
14823,3808.0,F-192,S,2022-09-10 00:01:34,2.5
14824,3640.0,F-670,S,2022-12-15 00:01:34,2.5
14825,5282.0,F-670,S,2022-10-12 00:01:34,2.5
14826,3808.0,F-192,S,2022-09-10 00:01:34,2.5
14827,4335.0,F-670,S,2022-10-13 00:01:34,2.5
14828,3870.0,F-670,S,2023-01-26 00:01:34,2.5
14829,2261.0,F-286,S,2022-08-08 00:01:34,2.5
14830,3150.0,F-192,S,2022-11-05 00:01:34,2.5
14831,3525.0,F-192,S,2022-10-06 00:01:34,2.5
14832,3808.0,F-192,S,2022-12-30 00:01:34,2.5
14833,3133.0,F-192,S,2022-12-14 00:01:34,2.5
14834,3808.0,F-192,S,2022-09-10 00:01:34,2.5
14835,4576.0,F-670,S,2022-11-01 00:01:34,2.5
14836,4662.0,F-670,S,2023-01-21 00:01:34,2.5
14837,3584.0,F-670,S,2022-10-25 00:01:34,2.5
14838,3640.0,F-670,S,2022-12-13 00:01:34,2.5
14839,2938.0,F-192,S,2022-09-06 00:01:34,2.5
14840,3870.0,F-670,S,2023-01-08 00:01:34,2.5
14841,3185.0,F-192,S,2022-12-14 00:01:34,2.5
14842,3584.0,F-670,S,2022-10-25 00:01:34,2.5
14843,3584.0,F-670,S,2022-10-25 00:01:34,2.5
14844,3640.0,F-670,S,2022-12-15 00:01:34,2.5
14845,3525.0,F-192,S,2022-09-24 00:01:34,2.5
14846,3640.0,F-670,S,2022-12-13 00:01:34,2.5
14847,3870.0,F-670,S,2023-01-08 00:01:34,2.5
14848,3133.0,F-192,S,2022-10-09 00:01:34,2.5
14849,3584.0,F-670,S,2022-09-16 00:01:34,2.5
14850,4114.0,F-192,S,2022-09-13 00:01:34,2.5
14851,3870.0,F-670,S,2023-01-08 00:01:34,2.5
14852,3341.0,F-670,S,2023-01-05 00:01:34,2.5
14853,4335.0,F-670,S,2022-10-13 00:01:34,2.5
14854,3870.0,F-670,S,2022-08-09 00:01:34,2.5
14855,3870.0,F-670,S,2023-01-08 00:01:34,2.5
14856,4734.0,F-670,S,2023-01-28 00:01:34,2.5
14857,5282.0,F-670,S,2022-11-06 00:01:34,2.5
14858,4788.0,F-670,S,2022-08-31 00:01:34,2.5
14859,3584.0,F-670,S,2022-10-25 00:01:34,2.5
14860,3808.0,F-192,S,2022-09-10 00:01:34,2.5
14861,5263.0,F-670,S,2022-12-10 00:01:34,2.5
14862,4576.0,F-670,S,2022-10-26 00:01:34,2.5
14863,3584.0,F-670,S,2022-09-16 00:01:34,2.5
14864,3584.0,F-670,S,2022-10-25 00:01:34,2.5
14865,4788.0,F-670,S,2023-01-05 00:01:34,2.5
14866,3870.0,F-670,S,2023-01-26 00:01:34,2.5
14867,4176.0,F-192,S,2022-11-10 00:01:34,2.5
14868,5263.0,F-670,S,2022-10-17 00:01:34,2.5
14869,3133.0,F-192,S,2022-12-14 00:01:34,2.5
14870,4662.0,F-670,S,2023-01-21 00:01:34,2.5
14871,3808.0,F-192,S,2022-09-22 00:01:34,2.5
14872,3870.0,F-670,S,2022-08-09 00:01:34,2.5
14873,3133.0,F-192,S,2022-12-14 00:01:34,2.5
14874,4592.0,F-670,S,2022-12-09 00:01:34,2.5
14875,3870.0,F-670,S,2022-11-10 00:01:34,2.5
14876,5263.0,F-670,S,2022-08-09 00:01:34,2.5
14877,4662.0,F-670,S,2023-01-21 00:01:34,2.5
14878,3808.0,F-192,S,2022-09-10 00:01:34,2.5
14879,4788.0,F-670,S,2022-09-23 00:01:34,2.5
14880,3870.0,F-670,S,2023-01-26 00:01:34,2.5
14881,2244.0,F-286,S,2022-08-08 00:01:34,2.5
14882,5263.0,F-670,S,2022-09-20 00:01:34,2.5
14883,4176.0,F-192,S,2022-09-15 00:01:34,2.5
14884,3525.0,F-192,S,2022-08-24 00:01:34,2.5
14885,5282.0,F-670,S,2022-10-12 00:01:34,2.5
14886,3133.0,F-192,S,2022-10-07 00:01:34,2.5
14887,3808.0,F-192,S,2022-09-22 00:01:34,2.5
14888,4576.0,F-670,S,2022-10-26 00:01:34,2.5
14889,4662.0,F-670,S,2022-11-18 00:01:34,2.5
14890,3584.0,F-670,S,2023-01-04 00:01:34,2.5
14891,4788.0,F-670,S,2022-09-23 00:01:34,2.5
14892,1703.0,F-286,S,2022-08-07 00:01:34,2.5
14893,2938.0,F-192,S,2022-12-16 00:01:34,2.5
14894,4335.0,F-670,S,2022-10-13 00:01:34,2.5
14895,4335.0,F-670,S,2023-01-04 00:01:34,2.5
14896,4978.0,F-670,S,2023-01-05 00:01:34,2.5
14897,3525.0,F-192,S,2022-10-06 00:01:34,2.5
14898,3133.0,F-192,S,2022-09-18 00:01:34,2.5
14899,4335.0,F-670,S,2023-01-05 00:01:34,2.5
14900,4734.0,F-670,S,2023-01-28 00:01:34,2.5
14901,4788.0,F-670,S,2023-01-05 00:01:34,2.5
14902,4734.0,F-670,S,2023-01-05 00:01:34,2.5
14903,4978.0,F-670,S,2023-01-05 00:01:34,2.5
14904,4734.0,F-670,S,2023-01-28 00:01:34,2.5
14905,3640.0,F-670,S,2022-12-13 00:01:34,2.5
14906,3640.0,F-670,S,2022-12-13 00:01:34,2.5
14907,3870.0,F-670,S,2023-01-02 00:01:34,2.5
14908,4788.0,F-670,S,2022-09-23 00:01:34,2.5
14909,2938.0,F-192,S,2022-08-13 00:01:34,2.5
14910,4576.0,F-670,S,2022-11-20 00:01:34,2.5
14911,3640.0,F-670,S,2022-12-15 00:01:34,2.5
14912,3870.0,F-670,S,2023-01-08 00:01:34,2.5
14913,3870.0,F-670,S,2023-01-26 00:01:34,2.5
14914,3584.0,F-670,S,2022-09-16 00:01:34,2.5
14915,3584.0,F-670,S,2023-01-04 00:01:34,2.5
14916,3525.0,F-192,S,2022-10-06 00:01:34,2.5
14917,3133.0,F-192,S,2022-09-18 00:01:34,2.5
14918,2880.0,F-192,S,2023-01-06 00:01:34,2.5
14919,4734.0,F-670,S,2023-01-05 00:01:34,2.5
14920,3584.0,F-670,S,2022-11-15 00:01:34,2.5
14921,3870.0,F-670,S,2022-11-10 00:01:34,2.5
14922,2006.0,F-286,S,2022-08-04 00:34:34,2.5
14923,7684.0,F-546,S,2022-08-16 01:00:48,2.5
14924,6817.0,F-192,S,2022-09-08 01:00:48,2.5
14925,7888.0,F-546,S,2022-12-24 01:00:48,2.5
14926,7684.0,F-546,S,2022-09-10 01:00:48,2.5
14927,7684.0,F-546,S,2022-10-05 01:00:48,2.5
14928,8797.0,F-546,S,2022-10-19 01:00:48,2.5
14929,9101.0,F-546,S,2022-09-07 01:00:48,2.5
14930,6817.0,F-192,S,2022-08-04 01:00:48,2.5
14931,6266.0,F-546,S,2022-10-04 01:00:48,2.5
14932,7667.0,F-546,S,2022-10-13 01:00:48,2.5
14933,7888.0,F-546,S,2022-08-27 01:00:48,2.5
14934,7888.0,F-546,S,2022-09-12 01:00:48,2.5
14935,6915.0,F-546,S,2022-10-05 01:00:48,2.5
14936,7854.0,F-546,S,2022-10-01 01:00:48,2.5
14937,5616.0,F-546,S,2022-09-16 01:00:48,2.5
14938,5496.0,F-546,S,2022-09-19 01:00:48,2.5
14939,6266.0,F-546,S,2022-09-06 01:00:48,2.5
14940,7200.0,F-546,S,2022-10-27 01:00:48,2.5
14941,7854.0,F-546,S,2022-10-11 01:00:48,2.5
14942,5724.0,F-546,S,2022-08-28 01:00:48,2.5
14943,8797.0,F-546,S,2022-08-04 01:00:48,2.5
14944,6915.0,F-546,S,2022-09-13 01:00:48,2.5
14945,6915.0,F-546,S,2022-08-09 01:00:48,2.5
14946,5496.0,F-546,S,2022-08-16 01:00:48,2.5
14947,5616.0,F-546,S,2022-08-04 01:00:48,2.5
14948,6915.0,F-546,S,2022-08-29 01:00:48,2.5
14949,6266.0,F-546,S,2022-08-20 01:00:48,2.5
14950,7854.0,F-546,S,2022-10-11 01:00:48,2.5
14951,7888.0,F-546,S,2022-10-20 01:00:48,2.5
14952,8797.0,F-546,S,2022-10-19 01:00:48,2.5
14953,8797.0,F-546,S,2022-10-06 01:00:48,2.5
14954,5496.0,F-546,S,2022-10-07 01:00:48,2.5
14955,6915.0,F-546,S,2022-10-05 01:00:48,2.5
14956,8797.0,F-546,S,2022-09-14 01:00:48,2.5
14957,5616.0,F-546,S,2022-08-24 01:00:48,2.5
14958,8797.0,F-546,S,2022-08-18 01:00:48,2.5
14959,5902.0,F-546,S,2022-08-18 01:00:48,2.5
14960,7854.0,F-546,S,2022-10-11 01:00:48,2.5
14961,6817.0,F-192,S,2022-08-23 01:00:48,2.5
14962,7888.0,F-546,S,2022-12-18 01:00:48,2.5
14963,7888.0,F-546,S,2022-11-27 01:00:48,2.5
14964,7854.0,F-546,S,2022-08-10 01:00:48,2.5
14965,3230.0,F-690,S,2022-11-20 02:00:54,2.5
14966,6276.0,F-295,S,2022-10-05 02:00:54,2.5
14967,9288.0,F-295,S,2022-10-05 02:00:54,2.5
14968,8224.0,F-295,S,2022-10-04 02:00:54,2.5
14969,9072.0,F-295,S,2022-10-04 02:00:54,2.5
14970,8096.0,F-295,S,2022-10-03 02:00:54,2.5
14971,6084.0,F-295,S,2022-10-06 02:00:54,2.5
14972,9144.0,F-295,S,2022-10-07 02:00:54,2.5
14973,5400.0,F-690,S,2022-12-26 02:00:54,2.5
14974,8240.0,F-295,S,2022-10-07 02:00:54,2.5
14975,3230.0,F-690,S,2022-11-20 02:00:54,2.5
14976,3230.0,F-690,S,2022-11-20 02:00:54,2.5
14977,6786.0,F-295,S,2022-10-05 02:00:54,2.5
14978,7644.0,F-690,S,2022-12-17 02:00:54,2.5
14979,9519.0,F-295,S,2022-10-03 02:00:54,2.5
14980,8288.0,F-295,S,2022-10-07 02:00:54,2.5
14981,8670.0,F-295,S,2022-10-06 02:00:54,2.5
14982,6656.0,F-295,S,2022-10-04 02:00:54,2.5
14983,8544.0,F-295,S,2022-10-06 02:00:54,2.5
14984,9504.0,F-295,S,2022-10-07 02:00:54,2.5
14985,7644.0,F-690,S,2022-12-17 02:00:54,2.5
14986,5400.0,F-690,S,2022-12-26 02:00:54,2.5
14987,5400.0,F-690,S,2022-12-26 02:00:54,2.5
14988,7644.0,F-690,S,2022-12-17 02:00:54,2.5
14989,9594.0,F-295,S,2022-10-07 02:00:54,2.5
14990,1582.0,F-286,S,2022-08-04 03:00:34,2.5
14991,6696.0,F-630,S,2022-09-27 03:04:00,2.5
14992,5817.0,F-630,S,2023-01-05 03:04:00,2.5
14993,2817.0,F-231,S,2022-11-26 03:04:00,2.5
14994,4665.0,F-231,S,2022-12-29 03:04:00,2.5
14995,4675.0,F-231,S,2022-12-08 03:04:00,2.5
14996,2808.0,F-231,S,2023-01-01 03:04:00,2.5
14997,3728.0,F-231,S,2022-12-31 03:04:00,2.5
14998,4848.0,F-630,S,2022-09-23 03:04:00,2.5
14999,2409.0,F-630,S,2022-12-20 03:04:00,2.5
15000,5136.0,F-630,S,2022-10-04 03:04:00,2.5
15001,4685.0,F-231,S,2022-11-29 03:04:00,2.5
15002,3208.0,F-630,S,2022-12-20 03:04:00,2.5
15003,3724.0,F-231,S,2023-01-14 03:04:00,2.5
15004,3724.0,F-231,S,2023-01-14 03:04:00,2.5
15005,3208.0,F-630,S,2022-12-20 03:04:00,2.5
15006,6615.0,F-231,S,2022-11-01 03:04:00,2.5
15007,4715.0,F-231,S,2022-12-30 03:04:00,2.5
15008,4848.0,F-630,S,2022-09-23 03:04:00,2.5
15009,3368.0,F-630,S,2022-09-17 03:04:00,2.5
15010,6615.0,F-231,S,2022-09-17 03:04:00,2.5
15011,2409.0,F-630,S,2022-12-20 03:04:00,2.5
15012,7576.0,F-231,S,2022-08-11 03:04:00,2.5
15013,3728.0,F-231,S,2022-12-31 03:04:00,2.5
15014,3368.0,F-630,S,2022-08-15 03:04:00,2.5
15015,3208.0,F-630,S,2022-08-05 03:04:00,2.5
15016,4685.0,F-231,S,2022-11-29 03:04:00,2.5
15017,4690.0,F-231,S,2023-01-23 03:04:00,2.5
15018,4675.0,F-231,S,2022-08-21 03:04:00,2.5
15019,5046.0,F-630,S,2022-12-05 03:04:00,2.5
15020,4665.0,F-231,S,2022-12-29 03:04:00,2.5
15021,5136.0,F-630,S,2022-12-05 03:04:00,2.5
15022,2802.0,F-231,S,2022-11-30 03:04:00,2.5
15023,2802.0,F-231,S,2022-09-18 03:04:00,2.5
15024,4710.0,F-231,S,2022-12-29 03:04:00,2.5
15025,3724.0,F-231,S,2023-01-14 03:04:00,2.5
15026,4180.0,F-630,S,2022-09-15 03:04:00,2.5
15027,4824.0,F-630,S,2022-10-02 03:04:00,2.5
15028,4675.0,F-231,S,2022-12-08 03:04:00,2.5
15029,4715.0,F-231,S,2022-12-30 03:04:00,2.5
15030,9984.0,F-630,S,2023-01-04 03:04:00,2.5
15031,3204.0,F-630,S,2022-09-03 03:04:00,2.5
15032,5046.0,F-630,S,2022-09-17 03:04:00,2.5
15033,5866.0,F-630,S,2022-10-15 03:04:00,2.5
15034,4710.0,F-231,S,2022-12-29 03:04:00,2.5
15035,4824.0,F-630,S,2022-10-05 03:04:00,2.5
15036,2808.0,F-231,S,2023-01-01 03:04:00,2.5
15037,4285.0,F-630,S,2022-09-08 03:04:00,2.5
15038,4240.0,F-630,S,2022-08-23 03:04:00,2.5
15039,3204.0,F-630,S,2022-09-03 03:04:00,2.5
15040,5985.0,F-630,S,2022-12-05 03:04:00,2.5
15041,3764.0,F-231,S,2022-12-31 03:04:00,2.5
15042,2409.0,F-630,S,2022-09-13 03:04:00,2.5
15043,3764.0,F-231,S,2022-12-31 03:04:00,2.5
15044,2817.0,F-231,S,2022-11-26 03:04:00,2.5
15045,2817.0,F-231,S,2022-11-26 03:04:00,2.5
15046,4710.0,F-231,S,2022-12-29 03:04:00,2.5
15047,4715.0,F-231,S,2022-09-07 03:04:00,2.5
15048,4285.0,F-630,S,2022-09-16 03:04:00,2.5
15049,4685.0,F-231,S,2022-11-29 03:04:00,2.5
15050,5866.0,F-630,S,2022-11-07 03:04:00,2.5
15051,4675.0,F-231,S,2022-12-08 03:04:00,2.5
15052,4824.0,F-630,S,2022-10-05 03:04:00,2.5
15053,4848.0,F-630,S,2022-09-18 03:04:00,2.5
15054,3220.0,F-630,S,2022-10-11 03:04:00,2.5
15055,2808.0,F-231,S,2023-01-01 03:04:00,2.5
15056,4685.0,F-231,S,2022-09-22 03:04:00,2.5
15057,3764.0,F-231,S,2022-09-16 03:04:00,2.5
15058,3728.0,F-231,S,2022-12-31 03:04:00,2.5
15059,7576.0,F-231,S,2022-08-11 03:04:00,2.5
15060,3220.0,F-630,S,2022-10-11 03:04:00,2.5
15061,7576.0,F-231,S,2022-08-11 03:04:00,2.5
15062,3764.0,F-231,S,2022-12-31 03:04:00,2.5
15063,4715.0,F-231,S,2022-12-30 03:04:00,2.5
15064,3728.0,F-231,S,2022-08-26 03:04:00,2.5
15065,4180.0,F-630,S,2022-09-12 03:04:00,2.5
15066,6752.0,F-630,S,2022-09-26 03:04:00,2.5
15067,3208.0,F-630,S,2022-12-20 03:04:00,2.5
15068,6664.0,F-630,S,2022-09-13 03:04:00,2.5
15069,4665.0,F-231,S,2022-12-29 03:04:00,2.5
15070,6664.0,F-630,S,2022-08-08 03:04:00,2.5
15071,5896.0,F-855,S,2022-12-26 04:00:36,2.5
15072,9724.0,F-855,S,2022-08-17 04:00:36,2.5
15073,5166.0,F-855,S,2022-12-19 04:00:36,2.5
15074,2944.0,F-855,S,2022-08-24 04:00:36,2.5
15075,5166.0,F-855,S,2022-12-19 04:00:36,2.5
15076,3700.0,F-855,S,2023-01-19 04:00:36,2.5
15077,5896.0,F-855,S,2022-12-26 04:00:36,2.5
15078,5944.0,F-855,S,2022-08-16 04:00:36,2.5
15079,5896.0,F-855,S,2022-12-26 04:00:36,2.5
15080,5166.0,F-855,S,2022-12-19 04:00:36,2.5
15081,3700.0,F-855,S,2022-08-14 04:00:36,2.5
15082,5166.0,F-855,S,2022-12-19 04:00:36,2.5
15083,3700.0,F-855,S,2023-01-19 04:00:36,2.5
15084,3700.0,F-855,S,2023-01-19 04:00:36,2.5
15085,5944.0,F-855,S,2022-08-12 04:00:36,2.5
15086,3700.0,F-855,S,2023-01-19 04:00:36,2.5
15087,5166.0,F-855,S,2022-12-19 04:00:36,2.5
15088,5896.0,F-855,S,2022-12-26 04:00:36,2.5
15089,3730.0,F-855,S,2022-08-15 04:00:36,2.5
15090,3700.0,F-855,S,2023-01-19 04:00:36,2.5
15091,3700.0,F-855,S,2023-01-19 04:00:36,2.5
15092,5166.0,F-855,S,2022-12-19 04:00:36,2.5
15093,5896.0,F-855,S,2022-12-26 04:00:36,2.5
15094,5896.0,F-855,S,2022-12-26 04:00:36,2.5
15095,5166.0,F-855,S,2022-09-13 04:00:36,2.5
15096,2090.0,F-286,S,2022-08-04 06:00:34,2.5
15097,2268.0,F-286,S,2022-08-04 07:00:34,2.5
15098,1575.0,F-286,S,2022-08-04 08:30:34,2.5
15099,1414.0,F-286,S,2022-08-04 10:00:34,2.5
15100,1443.0,F-286,S,2022-08-04 10:00:34,2.5
15101,2023.0,F-286,S,2022-08-04 10:29:34,2.5
15102,1605.0,F-286,S,2022-08-04 15:30:34,2.5
15103,1508.0,F-286,S,2022-08-04 19:30:34,2.5
15104,1476.0,F-286,S,2022-08-04 20:00:34,2.5
15105,4734.0,F-670,S,2023-01-28 00:01:34,2.6
15106,3870.0,F-670,S,2023-01-26 00:01:34,2.6
15107,3640.0,F-670,S,2022-12-15 00:01:34,2.6
15108,5967.0,F-690,S,2022-12-17 02:00:54,2.6
15109,4620.0,F-690,S,2022-09-16 02:00:54,2.6
15110,4620.0,F-690,S,2022-09-16 02:00:54,2.6
15111,9268.0,F-690,S,2022-12-16 02:00:54,2.6
15112,5967.0,F-690,S,2022-12-17 02:00:54,2.6
15113,3870.0,F-670,S,2023-01-26 00:01:34,2.7
15114,3640.0,F-670,S,2022-12-15 00:01:34,2.7
15115,3584.0,F-670,S,2022-09-16 00:01:34,2.7
15116,4734.0,F-670,S,2023-01-28 00:01:34,2.7
15117,3808.0,F-192,S,2022-09-10 00:01:34,2.7
15118,4060.0,F-670,S,2022-12-10 00:01:34,2.75
15119,4060.0,F-670,S,2022-12-10 00:01:34,2.75
15120,5166.0,F-855,S,2022-11-24 04:00:36,2.75
15121,2944.0,F-855,S,2022-09-20 04:00:36,2.75
15122,3870.0,F-670,S,2023-01-21 00:01:34,2.76
15123,3870.0,F-670,S,2023-01-21 00:01:34,2.76
15124,3380.0,F-630,S,2022-12-31 00:00:00,2.8
15125,4734.0,F-670,S,2023-01-28 00:01:34,2.8
15126,3870.0,F-670,S,2023-01-26 00:01:34,2.8
15127,3640.0,F-670,S,2022-12-15 00:01:34,2.8
15128,3808.0,F-192,S,2022-09-10 00:01:34,2.9
15129,3584.0,F-670,S,2022-10-25 00:01:34,2.9
15130,4662.0,F-670,S,2023-01-21 00:01:34,2.9
15131,2409.0,F-630,S,2022-12-01 00:00:00,3.0
15132,5046.0,F-630,S,2022-12-31 00:00:00,3.0
15133,3525.0,F-192,S,2022-10-23 00:00:00,3.0
15134,5104.0,F-690,S,2022-08-15 00:00:00,3.0
15135,8240.0,F-295,S,2022-12-01 00:00:00,3.0
15136,9519.0,F-295,S,2022-12-01 00:00:00,3.0
15137,3380.0,F-630,S,2022-12-01 00:00:00,3.0
15138,8096.0,F-295,S,2022-12-01 00:00:00,3.0
15139,8224.0,F-295,S,2022-12-01 00:00:00,3.0
15140,6084.0,F-295,S,2022-12-01 00:00:00,3.0
15141,6696.0,F-630,S,2022-12-01 00:00:00,3.0
15142,4180.0,F-630,S,2022-12-01 00:00:00,3.0
15143,8288.0,F-295,S,2022-12-01 00:00:00,3.0
15144,8096.0,F-295,S,2022-12-01 00:00:00,3.0
15145,6656.0,F-295,S,2022-12-01 00:00:00,3.0
15146,4824.0,F-630,S,2022-12-01 00:00:00,3.0
15147,6084.0,F-295,S,2022-12-01 00:00:00,3.0
15148,8240.0,F-295,S,2022-12-01 00:00:00,3.0
15149,1768.0,F-286,S,2022-09-01 00:00:00,3.0
15150,6432.0,F-295,S,2022-12-15 00:00:00,3.0
15151,2006.0,F-286,S,2022-09-01 00:00:00,3.0
15152,9072.0,F-295,S,2022-12-01 00:00:00,3.0
15153,9072.0,F-295,S,2022-12-01 00:00:00,3.0
15154,1836.0,F-286,S,2022-09-01 00:00:00,3.0
15155,3208.0,F-630,S,2022-12-21 00:00:00,3.0
15156,2964.0,F-855,S,2022-08-06 00:00:00,3.0
15157,3728.0,F-231,S,2022-10-31 00:00:00,3.0
15158,3808.0,F-192,S,2022-12-30 00:00:00,3.0
15159,8670.0,F-295,S,2022-12-01 00:00:00,3.0
15160,8224.0,F-295,S,2022-12-01 00:00:00,3.0
15161,7576.0,F-231,S,2022-08-04 00:00:00,3.0
15162,2964.0,F-855,S,2022-08-06 00:00:00,3.0
15163,8797.0,F-546,S,2022-08-04 00:00:00,3.0
15164,4285.0,F-630,S,2022-12-01 00:00:00,3.0
15165,8288.0,F-295,S,2022-12-01 00:00:00,3.0
15166,9519.0,F-295,S,2022-12-01 00:00:00,3.0
15167,2880.0,F-192,S,2023-01-06 00:00:00,3.0
15168,3368.0,F-630,S,2022-12-31 00:00:00,3.0
15169,3336.0,F-630,S,2022-10-28 18:00:00,3.0
15170,2577.0,F-630,S,2022-12-31 00:00:00,3.0
15171,9288.0,F-295,S,2022-12-01 00:00:00,3.0
15172,9288.0,F-295,S,2022-12-01 00:00:00,3.0
15173,6656.0,F-295,S,2022-12-01 00:00:00,3.0
15174,8670.0,F-295,S,2022-12-01 00:00:00,3.0
15175,3870.0,F-670,S,2023-01-26 00:01:34,3.0
15176,3870.0,F-670,S,2023-01-26 00:01:34,3.0
15177,4335.0,F-670,S,2022-08-13 00:01:34,3.0
15178,5263.0,F-670,S,2022-12-06 00:01:34,3.0
15179,3640.0,F-670,S,2022-12-15 00:01:34,3.0
15180,3584.0,F-670,S,2022-10-17 00:01:34,3.0
15181,4060.0,F-670,S,2022-11-07 00:01:34,3.0
15182,4576.0,F-670,S,2022-11-20 00:01:34,3.0
15183,3870.0,F-670,S,2023-01-26 00:01:34,3.0
15184,4978.0,F-670,S,2022-11-16 00:01:34,3.0
15185,3870.0,F-670,S,2023-01-26 00:01:34,3.0
15186,3870.0,F-670,S,2023-01-26 00:01:34,3.0
15187,4734.0,F-670,S,2023-01-28 00:01:34,3.0
15188,3185.0,F-192,S,2022-12-14 00:01:34,3.0
15189,1508.0,F-286,S,2022-09-09 00:01:34,3.0
15190,2006.0,F-286,S,2022-08-19 00:01:34,3.0
15191,2006.0,F-286,S,2022-08-19 00:01:34,3.0
15192,3584.0,F-670,S,2022-10-17 00:01:34,3.0
15193,2006.0,F-286,S,2022-09-06 00:01:34,3.0
15194,4662.0,F-670,S,2022-11-24 00:01:34,3.0
15195,3808.0,F-192,S,2022-09-10 00:01:34,3.0
