,Month,Location,N_Fleet_type,Cycle,Count,Departing Station,N_Fleet_Type,Quarter,dist,Final_head_count,Last_head_count
1493,September,YYZ,F-630,2.0,50.0,YYZ,F-630,N(4),0.12489862124898621,6.244931062449311,6.0
1494,October,YYZ,F-630,1.0,49.0,YYZ,F-630,N(1),0.0,0.0,0.0
1495,October,YYZ,F-630,1.0,49.0,YYZ,F-630,N(2),0.6666666666666666,32.666666666666664,33.0
1496,October,YYZ,F-630,1.0,49.0,YYZ,F-630,N(3),0.20843471208434713,10.21330089213301,10.0
1497,October,YYZ,F-630,1.0,49.0,YYZ,F-630,N(4),0.12489862124898621,6.120032441200324,6.0
1498,October,YYZ,F-630,2.0,50.0,YYZ,F-630,N(1),0.0,0.0,0.0
1499,October,YYZ,F-630,2.0,50.0,YYZ,F-630,N(2),0.6666666666666666,33.33333333333333,33.0
1500,October,YYZ,F-630,2.0,50.0,YYZ,F-630,N(3),0.20843471208434713,10.421735604217357,10.0
1501,October,YYZ,F-630,2.0,50.0,YYZ,F-630,N(4),0.12489862124898621,6.244931062449311,6.0
1502,November,YYZ,F-630,2.0,50.0,YYZ,F-630,N(1),0.0,0.0,0.0
1503,November,YYZ,F-630,2.0,50.0,YYZ,F-630,N(2),0.6666666666666666,33.33333333333333,33.0
1504,November,YYZ,F-630,2.0,50.0,YYZ,F-630,N(3),0.20843471208434713,10.421735604217357,10.0
1505,November,YYZ,F-630,2.0,50.0,YYZ,F-630,N(4),0.12489862124898621,6.244931062449311,6.0
1506,November,YYZ,F-630,1.0,49.0,YYZ,F-630,N(1),0.0,0.0,0.0
1507,November,YYZ,F-630,1.0,49.0,YYZ,F-630,N(2),0.6666666666666666,32.666666666666664,33.0
1508,November,YYZ,F-630,1.0,49.0,YYZ,F-630,N(3),0.20843471208434713,10.21330089213301,10.0
1509,November,YYZ,F-630,1.0,49.0,YYZ,F-630,N(4),0.12489862124898621,6.120032441200324,6.0
1510,December,YYZ,F-630,2.0,50.0,YYZ,F-630,N(1),0.0,0.0,0.0
1511,December,YYZ,F-630,2.0,50.0,YYZ,F-630,N(2),0.6666666666666666,33.33333333333333,33.0
1512,December,YYZ,F-630,2.0,50.0,YYZ,F-630,N(3),0.20843471208434713,10.421735604217357,10.0
1513,December,YYZ,F-630,2.0,50.0,YYZ,F-630,N(4),0.12489862124898621,6.244931062449311,6.0
1514,December,YYZ,F-630,1.0,49.0,YYZ,F-630,N(1),0.0,0.0,0.0
1515,December,YYZ,F-630,1.0,49.0,YYZ,F-630,N(2),0.6666666666666666,32.666666666666664,33.0
1516,December,YYZ,F-630,1.0,49.0,YYZ,F-630,N(3),0.20843471208434713,10.21330089213301,10.0
1517,December,YYZ,F-630,1.0,49.0,YYZ,F-630,N(4),0.12489862124898621,6.120032441200324,6.0
1518,January,YYZ,F-630,1.0,49.0,YYZ,F-630,N(1),0.0,0.0,0.0
1519,January,YYZ,F-630,1.0,49.0,YYZ,F-630,N(2),0.6666666666666666,32.666666666666664,33.0
1520,January,YYZ,F-630,1.0,49.0,YYZ,F-630,N(3),0.20843471208434713,10.21330089213301,10.0
1521,January,YYZ,F-630,1.0,49.0,YYZ,F-630,N(4),0.12489862124898621,6.120032441200324,6.0
1522,January,YYZ,F-630,2.0,55.0,YYZ,F-630,N(1),0.0,0.0,0.0
1523,January,YYZ,F-630,2.0,55.0,YYZ,F-630,N(2),0.6666666666666666,36.666666666666664,37.0
1524,January,YYZ,F-630,2.0,55.0,YYZ,F-630,N(3),0.20843471208434713,11.463909164639093,11.0
1525,January,YYZ,F-630,2.0,55.0,YYZ,F-630,N(4),0.12489862124898621,6.869424168694241,7.0
1526,July,YYZ,F-231,2.0,32.0,YYZ,F-231,N(1),0.11040609137055835,3.532994923857867,4.0
1527,July,YYZ,F-231,2.0,32.0,YYZ,F-231,N(2),0.6167512690355329,19.736040609137053,20.0
1528,July,YYZ,F-231,2.0,32.0,YYZ,F-231,N(3),0.2728426395939086,8.730964467005075,9.0
1529,July,YYZ,F-231,2.0,32.0,YYZ,F-231,N(4),0.0,0.0,0.0
1530,July,YYZ,F-231,1.0,33.0,YYZ,F-231,N(1),0.11040609137055835,3.6434010152284255,4.0
1531,July,YYZ,F-231,1.0,33.0,YYZ,F-231,N(2),0.6167512690355329,20.352791878172585,20.0
1532,July,YYZ,F-231,1.0,33.0,YYZ,F-231,N(3),0.2728426395939086,9.003807106598984,9.0
1533,July,YYZ,F-231,1.0,33.0,YYZ,F-231,N(4),0.0,0.0,0.0
1534,August,YYZ,F-231,2.0,32.0,YYZ,F-231,N(1),0.11040609137055835,3.532994923857867,4.0
1535,August,YYZ,F-231,2.0,32.0,YYZ,F-231,N(2),0.6167512690355329,19.736040609137053,20.0
1536,August,YYZ,F-231,2.0,32.0,YYZ,F-231,N(3),0.2728426395939086,8.730964467005075,9.0
1537,August,YYZ,F-231,2.0,32.0,YYZ,F-231,N(4),0.0,0.0,0.0
1538,August,YYZ,F-231,1.0,33.0,YYZ,F-231,N(1),0.11040609137055835,3.6434010152284255,4.0
1539,August,YYZ,F-231,1.0,33.0,YYZ,F-231,N(2),0.6167512690355329,20.352791878172585,20.0
1540,August,YYZ,F-231,1.0,33.0,YYZ,F-231,N(3),0.2728426395939086,9.003807106598984,9.0
1541,August,YYZ,F-231,1.0,33.0,YYZ,F-231,N(4),0.0,0.0,0.0
1542,September,YYZ,F-231,1.0,33.0,YYZ,F-231,N(1),0.11040609137055835,3.6434010152284255,4.0
1543,September,YYZ,F-231,1.0,33.0,YYZ,F-231,N(2),0.6167512690355329,20.352791878172585,20.0
1544,September,YYZ,F-231,1.0,33.0,YYZ,F-231,N(3),0.2728426395939086,9.003807106598984,9.0
1545,September,YYZ,F-231,1.0,33.0,YYZ,F-231,N(4),0.0,0.0,0.0
1546,September,YYZ,F-231,2.0,32.0,YYZ,F-231,N(1),0.11040609137055835,3.532994923857867,4.0
1547,September,YYZ,F-231,2.0,32.0,YYZ,F-231,N(2),0.6167512690355329,19.736040609137053,20.0
1548,September,YYZ,F-231,2.0,32.0,YYZ,F-231,N(3),0.2728426395939086,8.730964467005075,9.0
1549,September,YYZ,F-231,2.0,32.0,YYZ,F-231,N(4),0.0,0.0,0.0
1550,October,YYZ,F-231,1.0,33.0,YYZ,F-231,N(1),0.11040609137055835,3.6434010152284255,4.0
1551,October,YYZ,F-231,1.0,33.0,YYZ,F-231,N(2),0.6167512690355329,20.352791878172585,20.0
1552,October,YYZ,F-231,1.0,33.0,YYZ,F-231,N(3),0.2728426395939086,9.003807106598984,9.0
1553,October,YYZ,F-231,1.0,33.0,YYZ,F-231,N(4),0.0,0.0,0.0
1554,October,YYZ,F-231,2.0,32.0,YYZ,F-231,N(1),0.11040609137055835,3.532994923857867,4.0
1555,October,YYZ,F-231,2.0,32.0,YYZ,F-231,N(2),0.6167512690355329,19.736040609137053,20.0
1556,October,YYZ,F-231,2.0,32.0,YYZ,F-231,N(3),0.2728426395939086,8.730964467005075,9.0
1557,October,YYZ,F-231,2.0,32.0,YYZ,F-231,N(4),0.0,0.0,0.0
1558,November,YYZ,F-231,2.0,32.0,YYZ,F-231,N(1),0.11040609137055835,3.532994923857867,4.0
1559,November,YYZ,F-231,2.0,32.0,YYZ,F-231,N(2),0.6167512690355329,19.736040609137053,20.0
1560,November,YYZ,F-231,2.0,32.0,YYZ,F-231,N(3),0.2728426395939086,8.730964467005075,9.0
1561,November,YYZ,F-231,2.0,32.0,YYZ,F-231,N(4),0.0,0.0,0.0
1562,November,YYZ,F-231,1.0,33.0,YYZ,F-231,N(1),0.11040609137055835,3.6434010152284255,4.0
1563,November,YYZ,F-231,1.0,33.0,YYZ,F-231,N(2),0.6167512690355329,20.352791878172585,20.0
1564,November,YYZ,F-231,1.0,33.0,YYZ,F-231,N(3),0.2728426395939086,9.003807106598984,9.0
1565,November,YYZ,F-231,1.0,33.0,YYZ,F-231,N(4),0.0,0.0,0.0
1566,December,YYZ,F-231,2.0,32.0,YYZ,F-231,N(1),0.11040609137055835,3.532994923857867,4.0
1567,December,YYZ,F-231,2.0,32.0,YYZ,F-231,N(2),0.6167512690355329,19.736040609137053,20.0
1568,December,YYZ,F-231,2.0,32.0,YYZ,F-231,N(3),0.2728426395939086,8.730964467005075,9.0
1569,December,YYZ,F-231,2.0,32.0,YYZ,F-231,N(4),0.0,0.0,0.0
1570,December,YYZ,F-231,1.0,33.0,YYZ,F-231,N(1),0.11040609137055835,3.6434010152284255,4.0
1571,December,YYZ,F-231,1.0,33.0,YYZ,F-231,N(2),0.6167512690355329,20.352791878172585,20.0
1572,December,YYZ,F-231,1.0,33.0,YYZ,F-231,N(3),0.2728426395939086,9.003807106598984,9.0
1573,December,YYZ,F-231,1.0,33.0,YYZ,F-231,N(4),0.0,0.0,0.0
1574,January,YYZ,F-231,1.0,38.0,YYZ,F-231,N(1),0.11040609137055835,4.195431472081217,4.0
1575,January,YYZ,F-231,1.0,38.0,YYZ,F-231,N(2),0.6167512690355329,23.43654822335025,23.0
1576,January,YYZ,F-231,1.0,38.0,YYZ,F-231,N(3),0.2728426395939086,10.368020304568526,10.0
1577,January,YYZ,F-231,1.0,38.0,YYZ,F-231,N(4),0.0,0.0,0.0
1578,January,YYZ,F-231,2.0,35.0,YYZ,F-231,N(1),0.11040609137055835,3.864213197969542,4.0
1579,January,YYZ,F-231,2.0,35.0,YYZ,F-231,N(2),0.6167512690355329,21.58629441624365,22.0
1580,January,YYZ,F-231,2.0,35.0,YYZ,F-231,N(3),0.2728426395939086,9.5494923857868,10.0
1581,January,YYZ,F-231,2.0,35.0,YYZ,F-231,N(4),0.0,0.0,0.0
1582,July,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1583,July,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1584,July,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1585,July,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1586,July,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1587,July,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1588,July,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1589,July,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1590,August,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1591,August,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1592,August,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1593,August,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1594,August,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1595,August,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1596,August,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1597,August,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1598,September,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1599,September,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1600,September,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1601,September,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1602,September,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1603,September,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1604,September,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1605,September,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1606,October,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1607,October,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1608,October,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1609,October,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1610,October,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1611,October,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1612,October,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1613,October,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1614,November,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1615,November,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1616,November,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1617,November,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1618,November,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1619,November,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1620,November,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1621,November,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1622,December,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1623,December,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1624,December,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1625,December,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1626,December,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1627,December,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1628,December,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1629,December,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1630,January,YYZ,F-286,1.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1631,January,YYZ,F-286,1.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1632,January,YYZ,F-286,1.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1633,January,YYZ,F-286,1.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1634,January,YYZ,F-286,2.0,35.0,YYZ,F-286,N(1),0.35178236397748586,12.312382739212005,12.0
1635,January,YYZ,F-286,2.0,35.0,YYZ,F-286,N(2),0.4315196998123827,15.103189493433394,15.0
1636,January,YYZ,F-286,2.0,35.0,YYZ,F-286,N(3),0.2166979362101313,7.584427767354596,8.0
1637,January,YYZ,F-286,2.0,35.0,YYZ,F-286,N(4),0.0,0.0,0.0
1638,July,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1639,July,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1640,July,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1641,July,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1642,July,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1643,July,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1644,July,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1645,July,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1646,August,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1647,August,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1648,August,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1649,August,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1650,August,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1651,August,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1652,August,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1653,August,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1654,September,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1655,September,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1656,September,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1657,September,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1658,September,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1659,September,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1660,September,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1661,September,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1662,October,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1663,October,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1664,October,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1665,October,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1666,October,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1667,October,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1668,October,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1669,October,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1670,November,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1671,November,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1672,November,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1673,November,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1674,November,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1675,November,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1676,November,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1677,November,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1678,December,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1679,December,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1680,December,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1681,December,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1682,December,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1683,December,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1684,December,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1685,December,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1686,January,YVR,F-347,1.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1687,January,YVR,F-347,1.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1688,January,YVR,F-347,1.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1689,January,YVR,F-347,1.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1690,January,YVR,F-347,2.0,36.0,YVR,F-347,N(1),0.3240973971452561,11.66750629722922,12.0
1691,January,YVR,F-347,2.0,36.0,YVR,F-347,N(2),0.4827875734676742,17.38035264483627,17.0
1692,January,YVR,F-347,2.0,36.0,YVR,F-347,N(3),0.1931150293870697,6.95214105793451,7.0
1693,January,YVR,F-347,2.0,36.0,YVR,F-347,N(4),0.0,0.0,0.0
1694,July,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1695,July,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1696,July,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1697,July,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1698,July,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1699,July,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1700,July,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1701,July,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1702,August,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1703,August,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1704,August,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1705,August,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1706,August,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1707,August,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1708,August,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1709,August,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1710,September,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1711,September,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1712,September,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1713,September,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1714,September,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1715,September,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1716,September,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1717,September,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1718,October,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1719,October,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1720,October,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1721,October,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1722,October,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1723,October,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1724,October,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1725,October,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1726,November,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1727,November,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1728,November,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1729,November,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1730,November,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1731,November,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1732,November,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1733,November,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1734,December,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1735,December,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1736,December,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1737,December,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1738,December,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1739,December,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1740,December,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1741,December,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1742,January,YVR,F-295,1.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1743,January,YVR,F-295,1.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1744,January,YVR,F-295,1.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1745,January,YVR,F-295,1.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1746,January,YVR,F-295,2.0,18.0,YVR,F-295,N(1),0.4123173277661796,7.421711899791232,7.0
1747,January,YVR,F-295,2.0,18.0,YVR,F-295,N(2),0.2853166318719555,5.135699373695199,5.0
1748,January,YVR,F-295,2.0,18.0,YVR,F-295,N(3),0.30236604036186504,5.442588726513571,5.0
1749,January,YVR,F-295,2.0,18.0,YVR,F-295,N(4),0.0,0.0,0.0
1750,July,YVR,F-690,2.0,4.0,,,,,,
1751,July,YVR,F-690,1.0,4.0,,,,,,
1752,August,YVR,F-690,2.0,4.0,,,,,,
1753,August,YVR,F-690,1.0,4.0,,,,,,
1754,September,YVR,F-690,1.0,4.0,,,,,,
1755,September,YVR,F-690,2.0,4.0,,,,,,
1756,October,YVR,F-690,1.0,4.0,,,,,,
1757,October,YVR,F-690,2.0,4.0,,,,,,
1758,November,YVR,F-690,2.0,4.0,,,,,,
1759,November,YVR,F-690,1.0,4.0,,,,,,
1760,December,YVR,F-690,2.0,4.0,,,,,,
1761,December,YVR,F-690,1.0,4.0,,,,,,
